Gender,Provinsi,Kab/Kota,Bidang,Jenjang Lomba,Jenjang Sekolah,Kelas,Medali,Tahun,Cluster
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Jawa Tengah,Kab. Banyumas,Matematika,SMA,SMA,10.0,Partisipan,2023,1
L,Jawa Tengah,Kab. Banyumas,Matematika,SMA,SMA,11.0,Partisipan,2024,1
P,Jawa Tengah,Kab. Kendal,Kebumian,SMA,SMA,11.0,Partisipan,2023,1
L,Jawa Tengah,Kab. Magelang,Kimia,SMA,SMA,11.0,Partisipan,2021,1
L,Jawa Tengah,Kab. Magelang,Informatika,SMA,SMA,11.0,Partisipan,2023,1
P,Jawa Tengah,Kota Tegal,Biologi,SMA,SMA,11.0,Partisipan,2020,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
P,Jawa Tengah,Kab. Boyolali,Kebumian,SMA,SMA,11.0,Partisipan,2021,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Jawa Tengah,Kab. Boyolali,Fisika,SMA,SMA,11.0,Partisipan,2020,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Jawa Tengah,Kab. Boyolali,Informatika,SMA,SMA,11.0,Partisipan,2020,1
P,Jawa Tengah,Kab. Boyolali,Biologi,SMA,SMA,11.0,Partisipan,2020,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Jawa Tengah,Kab. Boyolali,Astronomi,SMA,SMA,11.0,Partisipan,2022,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
P,Sumatera Selatan,Kota Palembang,Kimia,SMA,SMP,9.0,Partisipan,2018,2
P,Jawa Tengah,Kab. Boyolali,Kebumian,SMA,SMA,11.0,Partisipan,2022,1
L,Jawa Tengah,Kab. Boyolali,Kimia,SMA,SMA,11.0,Partisipan,2022,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Jawa Tengah,Kab. Boyolali,Astronomi,SMA,SMA,11.0,Partisipan,2023,1
P,Jawa Tengah,Kab. Boyolali,Ekonomi,SMA,SMA,11.0,Partisipan,2023,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2023,0
L,Jawa Tengah,Kab. Boyolali,Geografi,SMA,SMA,11.0,Partisipan,2023,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
P,Jawa Tengah,Kab. Boyolali,Kebumian,SMA,SMA,10.0,Partisipan,2023,1
P,Jawa Tengah,Kab. Boyolali,Informatika,SMA,SMA,10.0,Partisipan,2024,1
L,Jawa Tengah,Kab. Boyolali,Informatika,SMA,SMA,11.0,Partisipan,2024,1
P,Jawa Tengah,Kab. Boyolali,Biologi,SMA,SMA,10.0,Partisipan,2024,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2013,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
L,Bali,Kota Denpasar,Geografi,SMA,SMA,11.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
L,Jawa Tengah,Kota Pekalongan,Informatika,SMA,SMA,11.0,Partisipan,2014,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
P,DI Yogyakarta,Kab. Bantul,Informatika,SMA,SMA,11.0,Partisipan,2016,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
P,DI Yogyakarta,Kab. Bantul,Ekonomi,SMA,SMA,10.0,Partisipan,2016,1
P,DI Yogyakarta,Kab. Bantul,Ekonomi,SMA,SMA,10.0,Partisipan,2016,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
P,DI Yogyakarta,Kab. Bantul,Geografi,SMA,SMA,11.0,Partisipan,2016,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2016,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2015,0
P,DI Yogyakarta,Kab. Bantul,Matematika,SMA,SMA,10.0,Partisipan,2015,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2015,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2015,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2015,0
L,DI Yogyakarta,Kab. Bantul,Matematika,SMA,SMA,10.0,Partisipan,2020,1
P,DI Yogyakarta,Kab. Bantul,Biologi,SMA,SMA,11.0,Partisipan,2022,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,DI Yogyakarta,Kab. Bantul,Informatika,SMA,SMA,11.0,Partisipan,2015,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2015,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
P,Jawa Timur,Kab. Tulungagung,IPS,SMP,SMP,11.0,Partisipan,2018,2
P,Jawa Timur,Kab. Malang,IPA,SMP,SMP,11.0,Partisipan,2022,0
L,Jawa Timur,Kota Batu,Kimia,SMA,SMA,11.0,Partisipan,2023,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Jawa Timur,Kab. Malang,Informatika,SMA,SMP,9.0,Partisipan,2018,0
L,Jawa Barat,Kab. Sukabumi,Astronomi,SMA,SMA,11.0,Partisipan,2021,0
L,Jawa Timur,Kab. Malang,Kimia,SMA,SMA,11.0,Partisipan,2022,0
L,Jawa Timur,Kota Malang,Informatika,SMA,SMA,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2013,0
P,Jawa Timur,Kota Malang,Informatika,SMA,SMA,11.0,Partisipan,2016,2
L,Jawa Timur,Kota Surabaya,Ekonomi,SMA,SMA,10.0,Partisipan,2024,2
L,Jawa Timur,Kab. Jombang,Matematika,SMA,SMA,10.0,Partisipan,2020,1
L,Banten,Kota Tangerang Selatan,Ekonomi,SMA,SMA,11.0,Partisipan,2012,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
P,Banten,Kota Tangerang Selatan,Ekonomi,SMA,SMA,11.0,Partisipan,2012,2
L,Jawa Timur,Kab. Jombang,Kimia,SMA,SMA,11.0,Partisipan,2021,1
L,Jawa Timur,Kab. Jombang,Geografi,SMA,SMA,11.0,Partisipan,2022,1
L,Jawa Barat,Kab. Sukabumi,Kimia,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2012,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Jawa Timur,Kab. Jombang,Geografi,SMA,SMA,11.0,Partisipan,2020,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Jawa Timur,Kab. Jombang,Informatika,SMA,SMA,10.0,Partisipan,2018,1
L,Kalimantan Barat,Kota Pontianak,Informatika,SMA,SMA,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
L,Jawa Timur,Kab. Jombang,Ekonomi,SMA,SMP,9.0,Partisipan,2018,1
P,Jawa Tengah,Kab. Sragen,Kimia,SMA,SMA,11.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2018,0
P,Kalimantan Timur,Kota Samarinda,Matematika,SMA,SMA,11.0,Partisipan,2023,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2017,0
P,Jawa Timur,Kab. Jombang,Biologi,SMA,SMA,10.0,Partisipan,2017,1
L,Jawa Timur,Kab. Jombang,Ekonomi,SMA,SMA,11.0,Partisipan,2017,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2017,0
L,Jawa Timur,Kab. Jombang,Informatika,SMA,SMA,11.0,Partisipan,2016,1
L,Jawa Timur,Kab. Jombang,Fisika,SMA,SMA,11.0,Partisipan,2015,1
L,Jawa Timur,Kab. Jombang,Kebumian,SMA,SMA,11.0,Partisipan,2015,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2015,0
P,Jawa Timur,Kab. Jombang,Kimia,SMA,SMA,11.0,Partisipan,2014,1
P,Jawa Timur,Kab. Jombang,Kebumian,SMA,SMA,11.0,Partisipan,2014,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
L,Jawa Timur,Kab. Jombang,Fisika,SMA,SMA,11.0,Partisipan,2013,1
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2012,0
L,Jawa Timur,Kab. Jombang,Biologi,SMA,SMA,10.0,Partisipan,2011,1
L,Banten,Kota Tangerang Selatan,Fisika,SMA,SMA,11.0,Partisipan,2011,2
P,Banten,Kota Tangerang Selatan,Fisika,SMA,SMA,11.0,Partisipan,2011,2
L,Banten,Kota Tangerang Selatan,Kimia,SMA,SMA,10.0,Partisipan,2011,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2011,0
L,Banten,Kota Tangerang Selatan,Biologi,SMA,SMA,11.0,Partisipan,2011,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
L,Banten,Kota Tangerang Selatan,Kebumian,SMA,SMA,10.0,Partisipan,2011,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2011,0
P,Banten,Kota Tangerang Selatan,Matematika,SMA,SMA,11.0,Partisipan,2010,2
L,Banten,Kota Tangerang Selatan,Fisika,SMA,SMA,11.0,Partisipan,2010,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
L,Banten,Kota Tangerang Selatan,Biologi,SMA,SMA,10.0,Partisipan,2010,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
P,Sulawesi Tengah,Kota Palu,Geografi,SMA,SMA,11.0,Partisipan,2020,2
L,Banten,Kota Tangerang Selatan,Astronomi,SMA,SMA,11.0,Partisipan,2010,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2010,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2009,0
L,Banten,Kota Tangerang Selatan,Astronomi,SMA,SMA,10.0,Partisipan,2009,2
L,Banten,Kota Tangerang Selatan,Informatika,SMA,SMA,11.0,Partisipan,2009,2
L,Banten,Kota Tangerang Selatan,Informatika,SMA,SMA,11.0,Partisipan,2009,2
P,Banten,Kota Tangerang Selatan,Astronomi,SMA,SMA,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2009,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
P,Banten,Kota Tangerang Selatan,Ekonomi,SMA,SMA,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2022,0
P,Sulawesi Tengah,Kota Palu,Astronomi,SMA,SMA,11.0,Partisipan,2018,2
L,Jawa Barat,Kab. Sukabumi,Geografi,SMA,SMA,11.0,Partisipan,2016,0
L,Banten,Kota Tangerang Selatan,Geografi,SMA,SMA,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2022,0
P,DKI Jakarta,Kota Jakarta Barat,Geografi,SMA,SMA,11.0,Partisipan,2017,2
L,Banten,Kota Tangerang Selatan,Informatika,SMA,SMA,10.0,Partisipan,2022,2
P,Bali,Kota Denpasar,Geografi,SMA,SMA,11.0,Partisipan,2013,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2012,0
P,Bali,Kota Denpasar,Astronomi,SMA,SMA,11.0,Partisipan,2010,2
L,Bali,Kota Denpasar,Informatika,SMA,SMA,11.0,Partisipan,2013,2
P,Bali,Kota Denpasar,Biologi,SMA,SMA,10.0,Partisipan,2022,2
L,Bali,Kota Denpasar,Fisika,SMA,SMA,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2020,0
P,Bali,Kota Denpasar,Fisika,SMA,SMA,11.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2022,0
P,Bali,Kota Denpasar,Kebumian,SMA,SMA,11.0,Partisipan,2022,2
L,Bali,Kota Denpasar,Matematika,SMA,SMA,10.0,Partisipan,2022,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2023,0
P,Bali,Kota Denpasar,Biologi,SMA,SMA,11.0,Partisipan,2023,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2023,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2023,0
L,Bali,Kota Denpasar,Matematika,SMA,SMA,10.0,Partisipan,2024,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2024,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
L,Nusa Tenggara Barat,Kota Mataram,IPA,SMP,SMP,11.0,Partisipan,2020,2
L,Nusa Tenggara Barat,Kota Mataram,IPA,SMP,SMP,11.0,Partisipan,2017,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2018,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2021,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,8.0,Partisipan,2021,0
P,Nusa Tenggara Barat,Kota Mataram,IPS,SMP,SMP,11.0,Partisipan,2022,2
P,Nusa Tenggara Barat,Kota Mataram,IPA,SMP,SMP,11.0,Partisipan,2023,2
P,Nusa Tenggara Timur,Kab. Ende,Matematika,SMA,SMA,11.0,Partisipan,2019,1
L,Nusa Tenggara Timur,Kab. Ende,Fisika,SMA,SMA,11.0,Partisipan,2019,1
P,Nusa Tenggara Timur,Kab. Sumba Timur,Kimia,SMA,SMA,11.0,Partisipan,2019,0
L,Nusa Tenggara Timur,Kota Kupang,Informatika,SMA,SMA,11.0,Partisipan,2019,2
L,Nusa Tenggara Timur,Kota Kupang,Biologi,SMA,SMA,11.0,Partisipan,2019,2
L,Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Astronomi,SMA,SMA,11.0,Partisipan,2019,0
L,Nusa Tenggara Timur,Kab. Flores Timur,Ekonomi,SMA,SMA,10.0,Partisipan,2019,1
L,Nusa Tenggara Timur,Kota Kupang,Kebumian,SMA,SMA,10.0,Partisipan,2019,2
L,Nusa Tenggara Timur,Kab. Sumba Timur,Geografi,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Barat,Kota Pontianak,Informatika,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Barat,Kota Pontianak,Biologi,SMA,SMP,9.0,Partisipan,2019,2
L,Sulawesi Tengah,Kota Palu,Fisika,SMA,SMA,11.0,Partisipan,2024,2
P,Kalimantan Barat,Kab. Ketapang,Astronomi,SMA,SMA,11.0,Partisipan,2019,1
P,Kalimantan Barat,Kota Pontianak,Ekonomi,SMA,SMA,11.0,Partisipan,2019,2
P,Kalimantan Barat,Kota Pontianak,Kebumian,SMA,SMA,10.0,Partisipan,2019,2
P,Kalimantan Barat,Kota Pontianak,Kebumian,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Barat,Kota Pontianak,Geografi,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Tengah,Kab. Gunung Mas,Biologi,SMA,SMA,10.0,Partisipan,2014,1
L,Jawa Tengah,Kab. Sragen,Biologi,SMA,SMA,10.0,Partisipan,2024,0
L,Jawa Timur,Kab. Jombang,Astronomi,SMA,SMA,11.0,Partisipan,2023,1
L,Kalimantan Tengah,Kab. Kotawaringin Timur,Informatika,SMA,SMA,11.0,Partisipan,2024,1
L,Kalimantan Tengah,Kab. Kotawaringin Timur,Informatika,SMA,SMA,11.0,Partisipan,2011,1
L,Kalimantan Tengah,Kab. Kotawaringin Timur,Informatika,SMA,SMA,10.0,Partisipan,2010,1
L,Kalimantan Tengah,Kab. Kotawaringin Timur,Informatika,SMA,SMA,11.0,Partisipan,2009,1
P,Kalimantan Tengah,Kab. Barito Timur,Matematika,SMA,SMA,11.0,Partisipan,2015,1
P,Kalimantan Tengah,Kab. Sukamara,Fisika,SMA,SMA,11.0,Partisipan,2022,0
L,Kalimantan Selatan,Kota Banjarmasin,Fisika,SMA,SMA,11.0,Partisipan,2021,2
L,Kalimantan Selatan,Kota Banjarmasin,Informatika,SMA,SMA,11.0,Partisipan,2022,2
P,Kalimantan Selatan,Kota Banjarmasin,Biologi,SMA,SMA,10.0,Partisipan,2009,2
L,Kalimantan Selatan,Kab. Hulu Sungai Utara,Informatika,SMA,SMA,10.0,Partisipan,2014,1
P,Kalimantan Selatan,Kab. Hulu Sungai Utara,Fisika,SMA,SMA,11.0,Partisipan,2009,1
L,Kalimantan Selatan,Kab. Hulu Sungai Utara,Kimia,SMA,SMA,11.0,Partisipan,2009,1
P,Kalimantan Selatan,Kab. Hulu Sungai Utara,Astronomi,SMA,SMA,11.0,Partisipan,2009,1
L,Kalimantan Selatan,Kab. Balangan,Matematika,SMA,SMA,11.0,Partisipan,2014,1
L,Kalimantan Selatan,Kota Banjarbaru,Biologi,SMA,SMA,11.0,Partisipan,2021,2
L,Kalimantan Selatan,Kota Banjarbaru,Matematika,SMA,SMA,10.0,Partisipan,2013,2
L,Kalimantan Selatan,Kota Banjarbaru,Matematika,SMA,SMA,11.0,Partisipan,2012,2
P,Kalimantan Selatan,Kota Banjarbaru,Biologi,SMA,SMA,11.0,Partisipan,2012,2
L,Kalimantan Timur,Kota Bontang,Matematika,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Kutai Kartanegara,Fisika,SMA,SMA,11.0,Partisipan,2019,1
L,Kalimantan Timur,Kota Balikpapan,Kimia,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kota Bontang,Informatika,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Paser,Informatika,SMA,SMA,11.0,Partisipan,2019,0
P,Kalimantan Timur,Kota Balikpapan,Biologi,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Berau,Astronomi,SMA,SMA,11.0,Partisipan,2019,1
L,Kalimantan Timur,Kota Samarinda,Ekonomi,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kota Samarinda,Kebumian,SMA,SMA,11.0,Partisipan,2019,2
L,Riau,Kab. Siak,Ekonomi,SMA,SMA,11.0,Partisipan,2022,0
P,Kalimantan Timur,Kota Balikpapan,Geografi,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Paser,Geografi,SMA,SMA,11.0,Partisipan,2019,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
P,Sulawesi Utara,Kota Manado,Astronomi,SMA,SMA,11.0,Partisipan,2019,2
P,Sulawesi Utara,Kota Manado,Astronomi,SMA,SMA,11.0,Partisipan,2019,2
P,Sulawesi Utara,Kota Manado,Kebumian,SMA,SMA,11.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2019,0
P,Sulawesi Utara,Kota Manado,Fisika,SMA,SMA,11.0,Partisipan,2018,2
L,Sulawesi Utara,Kota Manado,Kimia,SMA,SMA,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2020,0
L,Sulawesi Utara,Kota Manado,Biologi,SMA,SMA,10.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2016,0
P,Sulawesi Utara,Kota Manado,Astronomi,SMA,SMA,11.0,Partisipan,2018,2
L,Sulawesi Utara,Kota Manado,Geografi,SMA,SMA,11.0,Partisipan,2018,2
L,Sulawesi Utara,Kota Manado,Fisika,SMA,SMA,11.0,Partisipan,2017,2
P,Sulawesi Utara,Kota Manado,Kimia,SMA,SMA,11.0,Partisipan,2017,2
L,Sulawesi Utara,Kota Manado,Informatika,SMA,SMA,10.0,Partisipan,2019,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2017,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2016,0
L,Sulawesi Utara,Kota Manado,Informatika,SMA,SMA,10.0,Partisipan,2016,2
P,Sulawesi Utara,Kota Manado,Astronomi,SMA,SMA,11.0,Partisipan,2016,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2015,0
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,11.0,Partisipan,2014,0
P,Sulawesi Utara,Kota Manado,Kimia,SMA,SMA,10.0,Partisipan,2015,2
L,Sulawesi Utara,Kota Manado,Informatika,SMA,SMA,11.0,Partisipan,2018,2
L,Kalimantan Timur,Kab. Soppeng,IPA,SMA,SMA,10.0,Partisipan,2015,0
L,Sulawesi Utara,Kota Manado,Matematika,SMA,SMA,11.0,Partisipan,2014,2
L,Sulawesi Utara,Kota Manado,Matematika,SMA,SMA,11.0,Partisipan,2018,2
L,Sulawesi Tengah,Kota Palu,Astronomi,SMA,SMA,11.0,Partisipan,2016,2
L,Sulawesi Tengah,Kota Palu,Matematika,SMA,SMA,11.0,Partisipan,2019,2
